city,2019,2020,2023,2020_change_rate,2023_change_rate,change,name
108,0.559698027,0.474155973,0.309420102,-0.08554205400000003,-0.16473587100000003,d-d,阜阳市
109,0.423389991,0.573004725,0.394069695,0.14961473399999997,-0.17893503,u-d,宿州市
110,0.33106763,0.385091546,0.289615091,0.054023916000000005,-0.09547645500000002,u-d,六安市
111,0.434228647,0.369194549,0.400530616,-0.06503409800000004,0.03133606700000002,d-s,亳州市
112,0.526739857,0.160198643,0.38640665,-0.36654121400000006,0.22620800700000002,d-u,池州市
113,0.554087638,0.620145597,0.548149492,0.066057959,-0.07199610500000009,u-d,宣城市
114,0.580203326,0.666806768,0.512741678,0.08660344200000003,-0.15406509000000002,u-d,福州市
115,0.534224475,0.589118051,0.485916433,0.054893576,-0.10320161800000005,u-d,厦门市
116,0.632620134,0.617376422,0.607781123,-0.015243711999999965,-0.009595299000000002,s-s,莆田市
117,0.601099781,0.486803563,0.485504389,-0.11429621800000006,-0.001299174000000014,d-s,三明市
118,0.524337055,0.58120481,0.591185249,0.056867754999999964,0.009980439000000008,u-s,泉州市
119,0.476634731,0.527069123,0.488779556,0.050434391999999995,-0.03828956699999997,u-s,漳州市
120,0.499183883,0.300632628,0.569051869,-0.19855125499999998,0.26841924100000003,d-u,南平市
121,0.657437299,0.541256062,0.575946753,-0.11618123700000005,0.034690690999999996,d-s,龙岩市
122,0.516706575,0.551613548,0.640986782,0.03490697300000001,0.08937323400000008,s-u,宁德市
123,0.473875458,0.536033075,0.467969694,0.06215761699999994,-0.06806338099999998,u-d,南昌市
124,0.340783805,0.121185491,0.2527276,-0.219598314,0.131542109,d-u,景德镇市
125,0.551452057,0.475863175,0.305034711,-0.07558888199999997,-0.170828464,d-d,萍乡市
126,0.49431604,0.349363457,0.462743153,-0.14495258300000002,0.11337969600000003,d-u,九江市
127,0.487933702,0.40441442,0.347666054,-0.08351928200000003,-0.056748365999999995,d-d,新余市
128,0.42152803,0.318375198,0.2526189,-0.10315283199999997,-0.06575629800000005,d-d,鹰潭市
129,0.486801338,0.291947741,0.503254417,-0.194853597,0.21130667599999997,d-u,赣州市
130,0.63352751,0.437588464,0.332390472,-0.19593904599999995,-0.10519799200000002,d-d,吉安市
131,0.481596763,0.465044491,0.396189916,-0.01655227199999998,-0.06885457500000003,s-d,宜春市
132,0.465960143,0.485178915,0.337566673,0.019218771999999995,-0.147612242,s-d,抚州市
133,0.630194398,0.541360192,0.512835482,-0.08883420600000003,-0.02852471000000001,d-s,上饶市
134,0.536672354,0.65168358,0.561951425,0.11501122600000002,-0.08973215500000009,u-d,济南市
135,0.56106454,0.620408048,0.542079359,0.0593435080000001,-0.078328689,u-d,青岛市
